n_kmeans,n_agglomerative,silhouette_score
5,49,0.23827968168161667
5,50,0.24271286408254553
6,1,0.30353500162367525
6,2,0.27420445526621
6,3,0.2419200092582355
6,4,0.25574333148123674
6,5,0.2700557850020032
6,6,0.27247710465442293
6,7,0.2826905899594873
6,8,0.2865644715175874
6,9,0.2908796140234645
6,10,0.28199183030221725
6,11,0.28770514739740227
6,12,0.2945094919425014
6,13,0.29125871602634107
6,14,0.29540642418632873
6,15,0.3019104936627863
6,16,0.30174040114283796
6,17,0.23912449628583723
6,18,0.24278167124277772
6,19,0.2459853450807311
6,20,0.24760007478696616
6,21,0.24948412257054103
6,22,0.2520408600765128
6,23,0.2543478036648907
6,24,0.24919723413519104
6,25,0.25192970230771516
6,26,0.25506942057882875
6,27,0.25886495706416546
6,28,0.2641031400393668
6,29,0.2332416259975932
6,30,0.23523611987967163
6,31,0.2376775054723575
6,32,0.23809289294502767
6,33,0.23738563539556115
6,34,0.23839059459067014
6,35,0.23992628550456543
6,36,0.23938817021258726
6,37,0.24374937923807832
6,38,0.24511073639995237
6,39,0.2458949578252636
6,40,0.24507759852665062
6,41,0.23261441985637174
6,42,0.23373040362129224
6,43,0.23412982994465664
6,44,0.2343340465177515
6,45,0.23597225987930562
6,46,0.2376939114027479
6,47,0.2389996661753626
6,48,0.2437226622640205
6,49,0.24377352906105196
6,50,0.24169162936745175
7,1,0.3087307523421294
7,2,0.2849485432848346
7,3,0.2911809948964016
7,4,0.2703715760526524
7,5,0.22014328085928664
7,6,0.23230403740005195
7,7,0.2307846268320978
7,8,0.23793749378771872
7,9,0.24880036050453036
7,10,0.25280485737036285
7,11,0.2474287988643417
7,12,0.2486190828649435
7,13,0.25325985133574425
7,14,0.25889405462819176
7,15,0.260697935677518
7,16,0.26326531578088913
7,17,0.24761789740641657
7,18,0.24633106157909773
7,19,0.24722668938169623
7,20,0.2505560862461457
7,21,0.252605046983971
7,22,0.2542008864665339
7,23,0.2562264317752684
7,24,0.2568856176795863
7,25,0.26092658210158565
7,26,0.26399413919190456
7,27,0.2666088629368469
7,28,0.24224409703285146
7,29,0.246757670053209
7,30,0.24113397606823067
7,31,0.24251425361384
7,32,0.2278262605666321
7,33,0.22996443446484469
7,34,0.23375770919524755
7,35,0.2348770515425778
7,36,0.234856553527475
7,37,0.23732906374293197
7,38,0.23691324037565586
7,39,0.2371614401297557
7,40,0.2388211487092287
7,41,0.2407313184143743
7,42,0.24273358709475237
7,43,0.24451074675134268
7,44,0.24966322443546005
7,45,0.25076842096146207
7,46,0.2387596198845527
7,47,0.24036411678419384
7,48,0.24314486126172188
7,49,0.2452818781326175
7,50,0.24550573351790722
8,1,0.3183495282198503
8,2,0.2846093694700093
8,3,0.26101831419381716
8,4,0.2812234931667925
8,5,0.23180843016058447
8,6,0.2350520165312564
8,7,0.24080829197027964
8,8,0.24216402261219633
8,9,0.2381817583731257
8,10,0.24324865691708214
8,11,0.2533286047948073
8,12,0.2549083245578842
8,13,0.2539402055129891
8,14,0.25826232752920575
8,15,0.26072014758887907
8,16,0.26240365753664047
8,17,0.2503888305224275
8,18,0.25102813580447403
8,19,0.25322719070186384
8,20,0.25448897261453857
8,21,0.2554193162401766
8,22,0.258289254787663
8,23,0.25931828008207436
8,24,0.26567633282871655
8,25,0.26984204653951166
8,26,0.2381653741910144
8,27,0.22553116621099467
8,28,0.2285520421106115
8,29,0.2298320203543977
8,30,0.23080266874427774
8,31,0.23194420677615368
8,32,0.23290268984191498
8,33,0.23720283301931272
8,34,0.2366522417706383
8,35,0.23844219010087478
8,36,0.2391603607059628
8,37,0.24067264190194226
8,38,0.24217576878059585
8,39,0.24469412315812
8,40,0.2329764621239351
8,41,0.2345072464007354
8,42,0.23646480269250664
8,43,0.24095398506782323
8,44,0.23807018436870941
8,45,0.23806271615928057
8,46,0.23937650593216578
8,47,0.24095607984908207
8,48,0.2448160658968965
8,49,0.24664817699570113
8,50,0.24445856205968067
9,1,0.33003136273409805
9,2,0.3084969507281232
9,3,0.27546086314166357
9,4,0.29118852560848363
9,5,0.21379979332870439
9,6,0.23446525611193642
9,7,0.24567760807987687
9,8,0.25282291956224906
9,9,0.24944449613022837
9,10,0.253263823950321
9,11,0.2545987647959279
9,12,0.2609088894679976
9,13,0.26117664730080403
9,14,0.2621734023401827
9,15,0.2653925879089833
9,16,0.24924833228461696
9,17,0.2533619376728613
9,18,0.25465819314999916
9,19,0.2582829900049926
9,20,0.2598487044185927
9,21,0.2611770395607215
9,22,0.2619404356668205
9,23,0.2649989807253176
9,24,0.2696365670065876
9,25,0.27217812239183553
9,26,0.26615899339326976
9,27,0.27109045899770073
9,28,0.2731230156059301
9,29,0.27347265098581813
9,30,0.24883835895850312
9,31,0.24054774360622985
9,32,0.2262777345708036
9,33,0.22774707773719027
9,34,0.22814671050288218
9,35,0.2352583032529983
9,36,0.23813491539947204
9,37,0.23846027105358977
9,38,0.24045970896024715
9,39,0.2424838031288601
9,40,0.22883308529255744
9,41,0.23306308607548418
9,42,0.23581530195498301
9,43,0.23360739788777227
9,44,0.23634592582275363
9,45,0.23847608011045504
9,46,0.23928115059349553
9,47,0.24061875097215846
9,48,0.24274488670931688
9,49,0.24288231256007317
9,50,0.2355965740340702
10,1,0.3333288043786202
10,2,0.31199682281749236
10,3,0.2803550315142926
10,4,0.21905192659918996
10,5,0.21635312489188918
10,6,0.23703624513098284
10,7,0.24877203452246777
10,8,0.2551041641499439
10,9,0.25095722060106546
10,10,0.2530637849730398
10,11,0.25792279535861345
10,12,0.25983041368124815
10,13,0.26014912486814074
10,14,0.26367983924684524
10,15,0.26447136971522417
10,16,0.2510895253499016
10,17,0.2524440176186942
10,18,0.2552091452404319
10,19,0.25910458927789276
10,20,0.2601894699653342
10,21,0.2600448200974992
10,22,0.2652792423608825
10,23,0.2684268148918244
10,24,0.26978474732897095
10,25,0.273761792662132
10,26,0.2684285336579634
10,27,0.27126524982665295
10,28,0.24636014452894428
10,29,0.2475170513358582
10,30,0.23873616415478663
10,31,0.24152329541292067
10,32,0.22631910994700016
10,33,0.23164707997981554
10,34,0.23448974406358503
10,35,0.23624233912686515
10,36,0.23781845026116208
10,37,0.23897220139037495
10,38,0.24070364547564363
10,39,0.23030339861537122
10,40,0.2328635400023867
10,41,0.2321643397626684
10,42,0.234834512951309
10,43,0.236059176243467
10,44,0.2369126069770501
10,45,0.23797958570124067
10,46,0.24025590266829486
10,47,0.24063011138114787
10,48,0.241345333253983
10,49,0.24230837406746894
10,50,0.23271666179718517
11,1,0.29739722990782824
11,2,0.27250936282113103
11,3,0.2890459187729225
11,4,0.29548020458760876
11,5,0.24399577076076126
11,6,0.2494077089711754
11,7,0.2595587450518656
11,8,0.24303715748544824
11,9,0.2409939970460888
11,10,0.2493458604016878
11,11,0.24934444530063105
11,12,0.25261312582365086
11,13,0.25398510109692485
11,14,0.254106006202733
11,15,0.2562916994994913
11,16,0.260869118791229
11,17,0.26691182917620354
11,18,0.26989724922923836
11,19,0.26725961452569313
11,20,0.26155581124091337
11,21,0.24328889801588302
11,22,0.24550826832474085
11,23,0.24677255906405382
11,24,0.2364154907847845
11,25,0.24278489941392511
11,26,0.2443914502414725
11,27,0.2461096599567349
11,28,0.24467204679319834
11,29,0.24582965685952224
11,30,0.2477020851603126
11,31,0.2495691331413697
11,32,0.25078314906992205
11,33,0.2520416913853486
11,34,0.25373290734013887
11,35,0.25414833828488725
11,36,0.2545578028426858
11,37,0.22617490305452156
11,38,0.2249428580048968
11,39,0.22381956846661683
11,40,0.22492603330893424
11,41,0.22565476594903366
11,42,0.2172651785767693
11,43,0.2187263359336463
11,44,0.2211245969266691
11,45,0.22194044525380935
11,46,0.2274216114041279
11,47,0.22857269490555038
11,48,0.23059546103136697
11,49,0.23484178711417344
11,50,0.235479766065537
12,1,0.3277751975465724
12,2,0.3093007705526814
12,3,0.28623401277713134
12,4,0.2999517447976817
12,5,0.23558618688271998
12,6,0.23756936013293073
12,7,0.24317530461377904
12,8,0.24933492183656517
12,9,0.2566265127271755
12,10,0.25956377316056345
12,11,0.2647092680319037
12,12,0.26108324765090296
12,13,0.2617271126380532
12,14,0.2678339193889904
12,15,0.2681844206867477
12,16,0.2710686817315971
12,17,0.2743391449331132
12,18,0.2602921856981882
12,19,0.2605334041945841
12,20,0.2632345063481865
12,21,0.2652208692447998
12,22,0.2655302044794722
12,23,0.26856936781006774
12,24,0.27080520284993936
12,25,0.26716448216016747
12,26,0.2510245026133262
12,27,0.24189913774927654
12,28,0.245779052867165
12,29,0.24923863225986403
12,30,0.2506006862926049
12,31,0.25303517795000224
12,32,0.22811875175931198
12,33,0.2287582270926133
12,34,0.2297335649378086
12,35,0.2320930197074967
12,36,0.2335464387270034
12,37,0.2196371449842824
12,38,0.22598549480500613
12,39,0.2283231994320306
12,40,0.2283187288030656
12,41,0.228407512391913
12,42,0.22061970771419281
12,43,0.22281438046513702
12,44,0.2228496771818869
12,45,0.22611472332257443
12,46,0.22900682075493825
12,47,0.2266642243852566
12,48,0.2260198684530426
12,49,0.22910167774513493
12,50,0.2301086606996959
13,1,0.32838453954409585
13,2,0.31564871655555227
13,3,0.2976839395347107
13,4,0.22362569151720782
13,5,0.22153810989432993
13,6,0.23962762296426027
13,7,0.24756901238090032
13,8,0.25174858437953795
13,9,0.24839297955057332
13,10,0.25647912851904453
13,11,0.25467255714866843
13,12,0.2525909105322894
13,13,0.2557560678773566
13,14,0.25873320663640376
13,15,0.2599671957877631
13,16,0.2642781487624099
13,17,0.25175222569987743
13,18,0.2532095743603949
13,19,0.25369615414581936
13,20,0.2563773902187536
13,21,0.2583305745499576
13,22,0.2604142075879783
13,23,0.26398828769487165
13,24,0.24476915048912443
13,25,0.23103739641181037
13,26,0.2339527725242871
13,27,0.2361915954297783
13,28,0.21925580219615184
13,29,0.2216978607317182
13,30,0.22117755492682986
13,31,0.22429932709816447
13,32,0.22650957584384318
13,33,0.2258256278997791
13,34,0.22840620096760503
13,35,0.23006150142050097
13,36,0.23168721168912482
13,37,0.22024705266607544
13,38,0.21234320260754308
13,39,0.2137114455653203
13,40,0.21493453083645286
13,41,0.21542745970212626
13,42,0.21702430814112467
13,43,0.2201896030738563
13,44,0.22157891219067075
13,45,0.2248902112504781
13,46,0.2262692066780246
13,47,0.22411276346839534
13,48,0.2249235626432755
13,49,0.2256789278656311
13,50,0.22688302976584057
14,1,0.32763622483236554
14,2,0.27931900276469146
14,3,0.26942574369446276
14,4,0.2846840941433177
14,5,0.27854549059245504
14,6,0.29189964972809906
14,7,0.29380357236153437
14,8,0.2883068067302779
14,9,0.29457857595021936
14,10,0.2991817761369678
14,11,0.2511689509102639
14,12,0.2501149410306189
14,13,0.25425627399534123
14,14,0.25809084248317965
14,15,0.26031260058135297
14,16,0.2613104859114089
14,17,0.26434920177300575
14,18,0.2692057203555862
14,19,0.2691429467837581
14,20,0.24481636984037175
14,21,0.22821621300284498
14,22,0.23290939707052355
14,23,0.2299859606487847
14,24,0.23206813508024476
14,25,0.23607838696535038
14,26,0.23718902259527794
14,27,0.224570482220641
14,28,0.22453328018474816
14,29,0.22569299112575295
14,30,0.22707141511184498
14,31,0.2269558909715919
14,32,0.229624709935182
14,33,0.23231311711446337
14,34,0.23650230367200392
14,35,0.2371111158743981
14,36,0.22363676295386792
14,37,0.22538283918023558
14,38,0.22829467436903228
14,39,0.2316337252829406
14,40,0.23125946201194303
14,41,0.23188117060881283
14,42,0.23276114921531926
14,43,0.23374555329572927
14,44,0.22816413673457567
14,45,0.2258401947778193
14,46,0.22138061607183163
14,47,0.22195299913657285
14,48,0.22092127256002136
14,49,0.22007262726660778
14,50,0.21958036874950465
15,1,0.31210069705212656
15,2,0.3063449666424016
15,3,0.2232980013430893
15,4,0.22556368171328925
15,5,0.2409418595906172
15,6,0.24730530197648276
15,7,0.25091891437088987
15,8,0.2579850625191764
15,9,0.24989931091562306
15,10,0.25618781652149114
15,11,0.2583839250543613
15,12,0.26255276945462275
15,13,0.2645760010639219
15,14,0.26658507595431535
15,15,0.2528900876506868
15,16,0.2577941985441689
15,17,0.2523528555292666
15,18,0.25744001524113463
15,19,0.2589629000261015
15,20,0.23990148532898312
15,21,0.2402294842543061
15,22,0.24324934980471877
15,23,0.22908463708619986
15,24,0.22924884395871234
15,25,0.23125835503190506
15,26,0.23078486804480006
15,27,0.23407043024890198
15,28,0.22543893599056508
15,29,0.22492455419505736
15,30,0.2106772355195968
15,31,0.2119532842364026
15,32,0.21319944252632006
15,33,0.21597222922041592
15,34,0.21982086276469187
15,35,0.21624290605249755
15,36,0.2171309055341159
15,37,0.22167705603493748
15,38,0.2234080961828017
15,39,0.22501695481059117
15,40,0.22856296132496245
15,41,0.22869963522981054
15,42,0.22936233142489007
15,43,0.22899265233154137
15,44,0.23113808797916502
15,45,0.2325500768554925
15,46,0.2266994676215808
15,47,0.22774068255728333
15,48,0.2299698587052777
15,49,0.2205689986620504
15,50,0.220406208271553
16,1,0.30996179880664076
16,2,0.29138046631810127
16,3,0.3097557393121339
16,4,0.2527554886812471
16,5,0.2565270509157429
16,6,0.26021216070953856
16,7,0.25608818891490615
16,8,0.24801265963474745
16,9,0.2520081348176612
16,10,0.2537458350873822
16,11,0.25749093146278873
16,12,0.26171185037051437
16,13,0.26615417771700817
16,14,0.2642396857980127
16,15,0.26670476057618037
16,16,0.2693333109612121
16,17,0.2664883205393234
16,18,0.26962578493523726
16,19,0.2715878917969266
16,20,0.2605335063668261
16,21,0.26345811826097276
16,22,0.26477078523101627
16,23,0.25425415988227046
16,24,0.2574919933842491
16,25,0.2591873637185485
16,26,0.25264505092775646
16,27,0.23590978269773516
16,28,0.2363517225733627
16,29,0.2371657452282654
16,30,0.2301360107070938
16,31,0.20651896056365038
16,32,0.207916054037516
16,33,0.2089370631704871
16,34,0.21140293564787857
16,35,0.21304607231244693
16,36,0.2145456270098101
16,37,0.21563510421775986
16,38,0.22083123363341242
16,39,0.22143679463660476
16,40,0.22252409503252837
16,41,0.2240791432730103
16,42,0.22486735013189638
16,43,0.22513349972028335
16,44,0.22545746430460992
16,45,0.22591507590758955
16,46,0.21978480366509964
16,47,0.22242899311251157
16,48,0.2242737167074856
16,49,0.22467596104042914
16,50,0.22657930688935504
17,1,0.3225321066964469
17,2,0.29641358591038663
17,3,0.24303663845240267
17,4,0.25607586599723275
17,5,0.2556157442227444
17,6,0.2625509649263496
17,7,0.26439940515570587
17,8,0.26144967692190774
17,9,0.2628144349442898
17,10,0.2675889090589992
17,11,0.257812307255677
17,12,0.2567558056173482
17,13,0.2630317145055913
17,14,0.26467856001657664
17,15,0.2678518315212455
17,16,0.26561551208438355
17,17,0.26235822461326636
17,18,0.2619346520083063
17,19,0.2652823154615404
17,20,0.2674791131912364
17,21,0.2559751300088027
17,22,0.2569520524144725
17,23,0.25999075745329475
17,24,0.26063474569084116
17,25,0.2465273355845546
17,26,0.2110340746352904
17,27,0.21296129348601014
17,28,0.21184690132109124
17,29,0.2128166383581795
17,30,0.2155849600555938
17,31,0.2225057247559092
17,32,0.21469229478276258
17,33,0.21609628797230726
17,34,0.21881653948387733
17,35,0.22073243102828066
17,36,0.22349401842553346
17,37,0.22532614535943576
17,38,0.22740665829963164
17,39,0.22667806265073417
17,40,0.22569285594875235
17,41,0.22849473141893994
17,42,0.22723900318854126
17,43,0.22782548201423167
17,44,0.22942846538119535
17,45,0.22866443109001958
17,46,0.22453900399049942
17,47,0.2251298149969848
17,48,0.22631597451183413
17,49,0.22363984682403548
17,50,0.21855563144623044
18,1,0.3078833420113895
18,2,0.23258536047985867
18,3,0.23073283001111033
18,4,0.23402204294418394
18,5,0.24314670555335388
18,6,0.24683358165431873
18,7,0.25277696469499084
18,8,0.24179175714632756
18,9,0.24866542523043314
18,10,0.2538532564502318
18,11,0.2571101967662757
18,12,0.2601050549027707
18,13,0.2665955953791773
18,14,0.2652350165658227
18,15,0.26933254358474307
18,16,0.27144954533927074
18,17,0.26588572685112605
18,18,0.2541002139285792
18,19,0.25628144309918405
18,20,0.26096072864461883
18,21,0.2656434927900305
18,22,0.24300127230201132
18,23,0.24518569388091221
18,24,0.24619481324492792
18,25,0.21772961152145917
18,26,0.21015809362569957
18,27,0.21121248577377513
18,28,0.20239516672878485
18,29,0.1999669503407043
18,30,0.20208257455599843
18,31,0.20277902493380734
18,32,0.204386414922263
18,33,0.2029121708831617
18,34,0.2038110661317148
18,35,0.20771476231816952
18,36,0.2083897357065853
18,37,0.2104772986377777
18,38,0.2162592835321173
18,39,0.21674624109918805
18,40,0.22074011488227982
18,41,0.2224158990501416
18,42,0.22071693288745795
18,43,0.22144633792002177
18,44,0.2234723504298125
18,45,0.2243952397020608
18,46,0.22547653592979985
18,47,0.2249830562965688
18,48,0.21935584561560356
18,49,0.21964553679486773
18,50,0.21924221271194497
19,1,0.30869507309596456
19,2,0.31349298555482397
19,3,0.24121550026125746
19,4,0.244481551420873
19,5,0.2538541880020206
19,6,0.24820569928831887
19,7,0.25680387344321226
19,8,0.26486458262439083
19,9,0.2633014457970591
19,10,0.26536223830336797
19,11,0.2702712756165617
19,12,0.27440535515260495
19,13,0.27474838437585136
19,14,0.257070331074069
19,15,0.26115475297192686
19,16,0.2634593274244271
19,17,0.26500801576731886
19,18,0.26533152778457864
19,19,0.2330395146706933
19,20,0.23626326400818484
19,21,0.23765785229736905
19,22,0.2087571654914744
19,23,0.21279752479662772
19,24,0.21317358709026066
19,25,0.21676520289436985
19,26,0.21845713979031564
19,27,0.21972123158597176
19,28,0.21876994441660041
19,29,0.21949370392565135
19,30,0.22010743040640593
19,31,0.2181723353072876
19,32,0.20813606528453008
19,33,0.21041592181739016
19,34,0.21275409279718469
19,35,0.21271617787395278
19,36,0.21242973907082188
19,37,0.21708557533748096
19,38,0.2187335452535441
19,39,0.2218603947547413
19,40,0.22257610210409895
19,41,0.22291771514327582
19,42,0.22698885504425165
19,43,0.2291076523873128
19,44,0.23008416034165532
19,45,0.22859048427645925
19,46,0.22439163541547658
19,47,0.2226498159822083
19,48,0.21659143305852754
19,49,0.2161705315119138
19,50,0.21520015790544753
20,1,0.318750343280134
20,2,0.28809081963867045
20,3,0.2949488171691344
20,4,0.29039436186788664
20,5,0.2918847470333011
20,6,0.2962407197412701
20,7,0.2944193234967877
20,8,0.2967808677738588
20,9,0.2550922365104225
20,10,0.2590208109435949
20,11,0.26116092610975233
20,12,0.2609041946468731
20,13,0.2636501125950685
20,14,0.26371940891018314
20,15,0.2706053346454938
20,16,0.26678089180358117
20,17,0.27125739136073157
20,18,0.2732456105395522
20,19,0.24827008776668408
20,20,0.23384669972210279
20,21,0.21841117825558873
20,22,0.21957324825502916
20,23,0.21249561438260703
20,24,0.2150857735362426
20,25,0.21573201644250878
20,26,0.21648531244093255
20,27,0.21715445612175266
20,28,0.2185924173448511
20,29,0.21958811490475222
20,30,0.21992835825478926
20,31,0.2190813218201478
20,32,0.21759154056103225
20,33,0.21829796691838735
20,34,0.22298077455615276
20,35,0.22401434572733117
20,36,0.22224240475714852
20,37,0.2158635188257831
20,38,0.21953334509035427
20,39,0.2230271299159381
20,40,0.2248935004988197
20,41,0.226009814503605
20,42,0.22623072667616323
20,43,0.22747450501517702
20,44,0.2287052673066743
20,45,0.22398262928766782
20,46,0.21690877736403166
20,47,0.21567850674856698
20,48,0.21489092548507469
20,49,0.21622976233560645
20,50,0.2162883975611183
21,1,0.32449421254808253
21,2,0.23663816043059369
21,3,0.24223014989910954
21,4,0.25068370030029524
21,5,0.24747303648898986
21,6,0.24838957650385174
21,7,0.25520809395946287
21,8,0.26061214821649253
21,9,0.26501853598816466
21,10,0.26131529581203816
21,11,0.2676991105662821
21,12,0.26757377403914834
21,13,0.23688296172177473
21,14,0.23822327101046042
21,15,0.24083058667879875
21,16,0.24557722210755337
21,17,0.22906576556061822
21,18,0.21634963352026154
21,19,0.21839629187192605
21,20,0.21948560956727522
21,21,0.22087714269406508
21,22,0.21236980975101005
21,23,0.2165505929080128
21,24,0.22033376058393384
21,25,0.2220637945083497
21,26,0.21041586282143898
21,27,0.2130140587338074
21,28,0.21484425716517733
21,29,0.21747089444923112
21,30,0.2126269595705709
21,31,0.2168831683780989
21,32,0.21836136410515058
21,33,0.2230515192444869
21,34,0.21816372786000546
21,35,0.21829246818104908
21,36,0.2186880689776047
21,37,0.22243648671585642
21,38,0.22258038195893498
21,39,0.21682494276210806
21,40,0.217855049716418
21,41,0.21906516517299546
21,42,0.21861254154738852
21,43,0.2198153778641994
21,44,0.21619887980583521
21,45,0.21563476969222622
21,46,0.21456930498811583
21,47,0.21507180356635416
21,48,0.20741315271887073
21,49,0.20985627280515826
21,50,0.21078348400163777
22,1,0.3275373396605047
22,2,0.30903494769265627
22,3,0.3033101142647193
22,4,0.3092230050534306
22,5,0.29612200176786013
22,6,0.2973080779479117
22,7,0.3021160757046636
22,8,0.2992390851914449
22,9,0.25098189901631934
22,10,0.2567113965982608
22,11,0.2586877709844607
22,12,0.2593534473407839
22,13,0.261827255306266
22,14,0.2430996648189517
22,15,0.24723530420962056
22,16,0.23308444323547095
22,17,0.2312483802893873
22,18,0.23335610043405644
22,19,0.23508849506313184
22,20,0.2373279927802018
22,21,0.2327554080078768
22,22,0.2373411349148492
22,23,0.2390525372911192
22,24,0.24236427295494473
22,25,0.24530975956642184
22,26,0.24686791506314146
